zone_id,timestamp,consumption_kwh,temperature_c,humidity_percent
Zone_3,2025-01-06 21:00:00,4.28,23.6,61.9
Zone_4,2025-01-06 21:00:00,3.91,23.6,61.4
Zone_5,2025-01-06 21:00:00,3.84,19.6,73.6
Zone_6,2025-01-06 21:00:00,3.77,19.5,84.2
Zone_7,2025-01-06 21:00:00,3.93,11.7,46.5
Zone_8,2025-01-06 21:00:00,4.22,31.1,55.7
Zone_9,2025-01-06 21:00:00,3.74,28.7,60.4
Zone_10,2025-01-06 21:00:00,3.75,32.6,61.7
Zone_1,2025-01-06 22:00:00,4.69,19.6,62.1
Zone_2,2025-01-06 22:00:00,5.39,31.7,54.4
Zone_3,2025-01-06 22:00:00,4.34,27.1,59.5
Zone_4,2025-01-06 22:00:00,4.44,21.4,69.8
Zone_5,2025-01-06 22:00:00,4.34,24.3,85.3
Zone_6,2025-01-06 22:00:00,4.81,13.2,56.6
Zone_7,2025-01-06 22:00:00,4.55,27.4,53.4
Zone_8,2025-01-06 22:00:00,3.56,31.3,34.2
Zone_9,2025-01-06 22:00:00,4.48,18.9,45.8
Zone_10,2025-01-06 22:00:00,3.57,25.2,56.6
Zone_1,2025-01-06 23:00:00,3.46,20.7,68.2
Zone_2,2025-01-06 23:00:00,3.74,26.0,59.0
Zone_3,2025-01-06 23:00:00,4.29,26.4,52.4
Zone_4,2025-01-06 23:00:00,3.76,18.8,53.2
Zone_5,2025-01-06 23:00:00,2.79,26.5,52.1
Zone_6,2025-01-06 23:00:00,3.99,30.8,53.9
Zone_7,2025-01-06 23:00:00,4.73,16.2,52.6
Zone_8,2025-01-06 23:00:00,4.32,27.4,66.6
Zone_9,2025-01-06 23:00:00,4.02,17.2,64.1
Zone_10,2025-01-06 23:00:00,4.72,31.3,57.0
Zone_1,2025-01-07 00:00:00,0.57,29.2,60.0
Zone_2,2025-01-07 00:00:00,3.06,18.3,66.0
Zone_3,2025-01-07 00:00:00,1.79,20.7,77.2
Zone_4,2025-01-07 00:00:00,0.63,17.3,60.9
Zone_5,2025-01-07 00:00:00,1.3,26.0,39.6
Zone_6,2025-01-07 00:00:00,2.7,20.0,62.3
Zone_7,2025-01-07 00:00:00,2.09,15.9,53.0
Zone_8,2025-01-07 00:00:00,2.5,36.8,61.9
Zone_9,2025-01-07 00:00:00,1.88,22.1,55.2
Zone_10,2025-01-07 00:00:00,2.51,23.1,61.1
Zone_1,2025-01-07 01:00:00,2.2,17.5,44.5
Zone_2,2025-01-07 01:00:00,0.94,22.5,56.3
Zone_3,2025-01-07 01:00:00,1.46,22.1,66.3
Zone_4,2025-01-07 01:00:00,2.24,28.2,61.5
Zone_5,2025-01-07 01:00:00,1.56,18.5,63.9
Zone_6,2025-01-07 01:00:00,1.64,33.2,68.4
Zone_7,2025-01-07 01:00:00,1.95,26.1,62.2
Zone_8,2025-01-07 01:00:00,1.62,24.2,60.7
Zone_9,2025-01-07 01:00:00,1.99,32.2,46.7
Zone_10,2025-01-07 01:00:00,2.55,30.0,55.6
Zone_1,2025-01-07 02:00:00,1.94,26.0,63.7
Zone_2,2025-01-07 02:00:00,1.77,24.3,42.6
Zone_3,2025-01-07 02:00:00,2.56,30.4,67.9
Zone_4,2025-01-07 02:00:00,1.25,23.8,58.7
Zone_5,2025-01-07 02:00:00,1.32,21.1,79.5
Zone_6,2025-01-07 02:00:00,1.99,17.9,63.3
Zone_7,2025-01-07 02:00:00,0.75,28.4,79.0
Zone_8,2025-01-07 02:00:00,1.47,25.9,58.8
Zone_9,2025-01-07 02:00:00,2.27,32.6,62.5
Zone_10,2025-01-07 02:00:00,1.56,30.3,63.5
Zone_1,2025-01-07 03:00:00,3.18,25.4,58.5
Zone_2,2025-01-07 03:00:00,2.46,20.2,69.0
Zone_3,2025-01-07 03:00:00,2.05,35.3,64.3
Zone_4,2025-01-07 03:00:00,1.85,27.9,67.1
Zone_5,2025-01-07 03:00:00,1.52,24.3,55.8
Zone_6,2025-01-07 03:00:00,1.45,31.1,64.1
Zone_7,2025-01-07 03:00:00,1.86,29.2,65.3
Zone_8,2025-01-07 03:00:00,1.77,37.3,48.2
Zone_9,2025-01-07 03:00:00,2.32,21.5,71.3
Zone_10,2025-01-07 03:00:00,2.09,23.0,61.8
Zone_1,2025-01-07 04:00:00,2.57,21.4,46.6
Zone_2,2025-01-07 04:00:00,2.62,31.4,42.2
Zone_3,2025-01-07 04:00:00,2.68,25.3,65.3
Zone_4,2025-01-07 04:00:00,1.57,18.3,48.2
Zone_5,2025-01-07 04:00:00,1.08,25.2,66.5
Zone_6,2025-01-07 04:00:00,1.25,29.8,60.7
Zone_7,2025-01-07 04:00:00,2.07,37.7,52.2
Zone_8,2025-01-07 04:00:00,2.93,13.4,59.4
Zone_9,2025-01-07 04:00:00,1.6,27.7,72.9
Zone_10,2025-01-07 04:00:00,2.49,19.0,69.7
Zone_1,2025-01-07 05:00:00,2.43,26.2,53.8
Zone_2,2025-01-07 05:00:00,1.89,27.0,63.2
Zone_3,2025-01-07 05:00:00,1.89,14.3,58.9
Zone_4,2025-01-07 05:00:00,2.76,18.6,55.8
Zone_5,2025-01-07 05:00:00,2.51,27.8,54.8
Zone_6,2025-01-07 05:00:00,1.96,18.8,68.9
Zone_7,2025-01-07 05:00:00,2.41,21.6,64.3
Zone_8,2025-01-07 05:00:00,1.98,28.6,66.6
Zone_9,2025-01-07 05:00:00,2.34,22.8,50.7
Zone_10,2025-01-07 05:00:00,2.74,28.1,43.1
Zone_1,2025-01-07 06:00:00,2.48,21.9,54.6
Zone_2,2025-01-07 06:00:00,2.36,27.0,58.1
Zone_3,2025-01-07 06:00:00,2.11,23.8,75.9
Zone_4,2025-01-07 06:00:00,1.28,19.9,50.5
Zone_5,2025-01-07 06:00:00,1.85,22.7,60.0
Zone_6,2025-01-07 06:00:00,3.08,21.3,60.6
Zone_7,2025-01-07 06:00:00,2.32,16.8,83.7
Zone_8,2025-01-07 06:00:00,0.57,20.9,72.8
Zone_9,2025-01-07 06:00:00,1.58,25.7,57.6
Zone_10,2025-01-07 06:00:00,2.15,33.8,56.1
Zone_1,2025-01-07 07:00:00,1.98,34.8,63.2
Zone_2,2025-01-07 07:00:00,3.22,34.9,53.1
Zone_3,2025-01-07 07:00:00,2.5,31.1,65.7
Zone_4,2025-01-07 07:00:00,3.53,18.6,70.3
Zone_5,2025-01-07 07:00:00,3.47,24.3,62.3
Zone_6,2025-01-07 07:00:00,3.64,22.3,71.7
Zone_7,2025-01-07 07:00:00,4.06,22.5,68.5
Zone_8,2025-01-07 07:00:00,2.59,21.7,63.0
Zone_9,2025-01-07 07:00:00,2.75,24.7,61.3
Zone_10,2025-01-07 07:00:00,3.14,35.7,48.8
Zone_1,2025-01-07 08:00:00,2.99,22.5,47.2
Zone_2,2025-01-07 08:00:00,3.4,25.5,53.8
Zone_3,2025-01-07 08:00:00,3.37,26.1,71.9
Zone_4,2025-01-07 08:00:00,4.14,18.9,53.9
Zone_5,2025-01-07 08:00:00,2.91,19.7,59.0
Zone_6,2025-01-07 08:00:00,2.42,24.5,70.0
Zone_7,2025-01-07 08:00:00,1.64,17.9,82.2
Zone_8,2025-01-07 08:00:00,3.35,23.0,87.5
Zone_9,2025-01-07 08:00:00,2.15,15.7,59.1
Zone_10,2025-01-07 08:00:00,3.33,25.3,68.8
Zone_1,2025-01-07 09:00:00,3.9,34.7,44.2
Zone_2,2025-01-07 09:00:00,1.95,21.2,61.5
Zone_3,2025-01-07 09:00:00,3.05,33.2,74.2
Zone_4,2025-01-07 09:00:00,4.21,36.3,52.0
Zone_5,2025-01-07 09:00:00,3.62,20.0,57.2
Zone_6,2025-01-07 09:00:00,3.31,18.5,65.1
Zone_7,2025-01-07 09:00:00,1.55,24.8,59.5
Zone_8,2025-01-07 09:00:00,2.6,20.1,48.1
Zone_9,2025-01-07 09:00:00,2.49,21.8,68.4
Zone_10,2025-01-07 09:00:00,4.57,26.8,48.8
Zone_1,2025-01-07 10:00:00,3.1,28.2,52.8
Zone_2,2025-01-07 10:00:00,2.61,14.8,57.4
Zone_3,2025-01-07 10:00:00,2.32,19.4,66.5
Zone_4,2025-01-07 10:00:00,3.09,25.4,58.5
Zone_5,2025-01-07 10:00:00,4.11,37.2,53.2
Zone_6,2025-01-07 10:00:00,3.19,18.6,56.4
Zone_7,2025-01-07 10:00:00,2.4,26.2,61.0
Zone_8,2025-01-07 10:00:00,2.34,22.4,56.8
Zone_9,2025-01-07 10:00:00,2.47,26.2,60.8
Zone_10,2025-01-07 10:00:00,3.16,20.0,64.2
Zone_1,2025-01-07 11:00:00,2.92,26.5,69.1
Zone_2,2025-01-07 11:00:00,2.07,25.8,54.8
Zone_3,2025-01-07 11:00:00,3.16,25.2,56.4
Zone_4,2025-01-07 11:00:00,2.64,32.4,70.5
Zone_5,2025-01-07 11:00:00,2.8,23.9,44.8
Zone_6,2025-01-07 11:00:00,2.37,24.2,61.1
Zone_7,2025-01-07 11:00:00,3.54,13.3,65.1
Zone_8,2025-01-07 11:00:00,4.13,25.8,60.0
Zone_9,2025-01-07 11:00:00,4.1,14.6,58.8
Zone_10,2025-01-07 11:00:00,2.67,18.9,71.7
Zone_1,2025-01-07 12:00:00,2.57,20.1,68.3
Zone_2,2025-01-07 12:00:00,3.79,38.8,52.5
Zone_3,2025-01-07 12:00:00,2.83,29.2,69.9
Zone_4,2025-01-07 12:00:00,2.74,26.3,57.6
Zone_5,2025-01-07 12:00:00,3.23,17.9,54.1
Zone_6,2025-01-07 12:00:00,3.62,32.6,67.9
Zone_7,2025-01-07 12:00:00,3.09,22.1,48.4
Zone_8,2025-01-07 12:00:00,2.29,24.5,61.6
Zone_9,2025-01-07 12:00:00,3.08,29.4,51.2
Zone_10,2025-01-07 12:00:00,3.07,26.8,68.1
Zone_1,2025-01-07 13:00:00,1.93,21.8,62.1
Zone_2,2025-01-07 13:00:00,1.98,32.9,53.3
Zone_3,2025-01-07 13:00:00,2.77,17.1,55.9
Zone_4,2025-01-07 13:00:00,3.47,21.9,62.6
Zone_5,2025-01-07 13:00:00,3.51,21.4,53.5
Zone_6,2025-01-07 13:00:00,3.05,24.4,53.1
Zone_7,2025-01-07 13:00:00,4.34,25.2,50.2
Zone_8,2025-01-07 13:00:00,3.08,23.8,61.1
Zone_9,2025-01-07 13:00:00,2.59,20.1,55.7
Zone_10,2025-01-07 13:00:00,3.37,20.2,77.7
Zone_1,2025-01-07 14:00:00,3.21,22.9,58.3
Zone_2,2025-01-07 14:00:00,3.23,25.8,75.4
Zone_3,2025-01-07 14:00:00,2.54,26.2,69.0
Zone_4,2025-01-07 14:00:00,3.34,24.4,62.5
Zone_5,2025-01-07 14:00:00,2.79,26.6,53.6
Zone_6,2025-01-07 14:00:00,3.42,29.7,39.9
Zone_7,2025-01-07 14:00:00,2.29,23.7,65.5
Zone_8,2025-01-07 14:00:00,2.58,24.5,52.4
Zone_9,2025-01-07 14:00:00,2.62,28.9,56.6
Zone_10,2025-01-07 14:00:00,3.68,21.7,69.4
Zone_1,2025-01-07 15:00:00,3.95,22.7,75.7
Zone_2,2025-01-07 15:00:00,3.99,35.0,71.0
Zone_3,2025-01-07 15:00:00,3.35,25.4,72.5
Zone_4,2025-01-07 15:00:00,2.81,22.7,73.2
Zone_5,2025-01-07 15:00:00,2.85,22.8,54.6
Zone_6,2025-01-07 15:00:00,3.15,28.4,64.3
Zone_7,2025-01-07 15:00:00,2.54,22.1,32.0
Zone_8,2025-01-07 15:00:00,2.5,23.6,55.9
Zone_9,2025-01-07 15:00:00,2.49,28.7,41.5
Zone_10,2025-01-07 15:00:00,1.78,23.8,54.6
Zone_1,2025-01-07 16:00:00,2.77,19.5,74.5
Zone_2,2025-01-07 16:00:00,3.52,21.6,48.9
Zone_3,2025-01-07 16:00:00,3.43,25.2,56.2
Zone_4,2025-01-07 16:00:00,3.22,28.4,56.7
Zone_5,2025-01-07 16:00:00,2.26,22.2,51.2
Zone_6,2025-01-07 16:00:00,3.31,29.6,63.9
Zone_7,2025-01-07 16:00:00,2.77,22.2,49.6
Zone_8,2025-01-07 16:00:00,3.71,26.9,66.9
Zone_9,2025-01-07 16:00:00,3.55,24.3,58.2
Zone_10,2025-01-07 16:00:00,3.16,23.1,58.2
Zone_1,2025-01-07 17:00:00,2.84,22.7,72.3
Zone_2,2025-01-07 17:00:00,3.05,20.4,70.7
Zone_3,2025-01-07 17:00:00,3.35,20.2,73.5
Zone_4,2025-01-07 17:00:00,3.83,22.6,54.3
Zone_5,2025-01-07 17:00:00,2.62,25.0,64.4
Zone_6,2025-01-07 17:00:00,2.47,25.5,70.9
Zone_7,2025-01-07 17:00:00,3.13,26.5,71.9
Zone_8,2025-01-07 17:00:00,3.49,25.5,53.0
Zone_9,2025-01-07 17:00:00,2.9,22.2,61.3
Zone_10,2025-01-07 17:00:00,2.01,19.8,76.2
Zone_1,2025-01-07 18:00:00,4.28,31.9,71.9
Zone_2,2025-01-07 18:00:00,4.62,26.3,53.2
Zone_3,2025-01-07 18:00:00,3.59,23.5,68.8
Zone_4,2025-01-07 18:00:00,3.74,22.0,68.1
Zone_5,2025-01-07 18:00:00,3.18,25.6,60.8
Zone_6,2025-01-07 18:00:00,4.58,31.6,49.4
Zone_7,2025-01-07 18:00:00,4.19,26.4,75.9
Zone_8,2025-01-07 18:00:00,4.56,21.6,64.1
Zone_9,2025-01-07 18:00:00,4.28,20.7,57.4
Zone_10,2025-01-07 18:00:00,3.59,21.4,44.6
Zone_1,2025-01-07 19:00:00,4.31,29.9,57.6
Zone_2,2025-01-07 19:00:00,3.66,35.0,52.2
Zone_3,2025-01-07 19:00:00,4.36,19.4,57.7
Zone_4,2025-01-07 19:00:00,3.79,29.5,51.4
Zone_5,2025-01-07 19:00:00,5.11,31.6,62.5
Zone_6,2025-01-07 19:00:00,4.79,27.1,63.8
Zone_7,2025-01-07 19:00:00,3.19,15.4,62.2
Zone_8,2025-01-07 19:00:00,3.72,32.2,74.8
Zone_9,2025-01-07 19:00:00,3.57,27.8,73.1
Zone_10,2025-01-07 19:00:00,4.12,22.5,57.8
Zone_1,2025-01-07 20:00:00,4.62,30.4,61.1
Zone_2,2025-01-07 20:00:00,3.56,25.8,51.9
Zone_3,2025-01-07 20:00:00,3.54,20.9,57.6
Zone_4,2025-01-07 20:00:00,4.42,26.5,63.1
Zone_5,2025-01-07 20:00:00,4.48,35.1,49.3
Zone_6,2025-01-07 20:00:00,4.0,26.3,57.9
Zone_7,2025-01-07 20:00:00,3.75,22.9,63.8
Zone_8,2025-01-07 20:00:00,3.01,28.6,55.8
Zone_9,2025-01-07 20:00:00,4.42,22.7,55.9
Zone_10,2025-01-07 20:00:00,3.92,23.2,60.1
Zone_1,2025-01-07 21:00:00,4.89,16.2,74.6
Zone_2,2025-01-07 21:00:00,3.73,7.5,62.3
Zone_3,2025-01-07 21:00:00,4.6,33.4,65.6
Zone_4,2025-01-07 21:00:00,4.48,25.2,60.0
Zone_5,2025-01-07 21:00:00,4.33,26.6,63.3
Zone_6,2025-01-07 21:00:00,3.81,34.6,80.9
Zone_7,2025-01-07 21:00:00,4.3,27.9,72.0
Zone_8,2025-01-07 21:00:00,4.14,30.1,64.9
Zone_9,2025-01-07 21:00:00,3.58,26.7,66.6
Zone_10,2025-01-07 21:00:00,4.29,28.9,63.2
Zone_1,2025-01-07 22:00:00,4.59,20.2,40.5
Zone_2,2025-01-07 22:00:00,4.23,27.0,54.9
Zone_3,2025-01-07 22:00:00,3.63,22.7,57.0
Zone_4,2025-01-07 22:00:00,4.21,29.3,64.2
Zone_5,2025-01-07 22:00:00,4.06,30.4,59.3
Zone_6,2025-01-07 22:00:00,3.45,31.3,74.2
Zone_7,2025-01-07 22:00:00,3.73,26.0,60.0
Zone_8,2025-01-07 22:00:00,4.91,23.7,54.1
Zone_9,2025-01-07 22:00:00,3.66,36.3,48.1
Zone_10,2025-01-07 22:00:00,3.81,28.8,56.3
Zone_1,2025-01-07 23:00:00,3.49,27.0,55.0
Zone_2,2025-01-07 23:00:00,4.1,25.0,59.7
Zone_3,2025-01-07 23:00:00,4.4,21.3,47.1
Zone_4,2025-01-07 23:00:00,4.3,25.0,64.1
Zone_5,2025-01-07 23:00:00,3.73,27.9,62.0
Zone_6,2025-01-07 23:00:00,3.8,21.5,69.9
Zone_7,2025-01-07 23:00:00,2.58,15.1,54.7
Zone_8,2025-01-07 23:00:00,4.68,29.6,50.0
Zone_9,2025-01-07 23:00:00,4.05,18.3,55.2
Zone_10,2025-01-07 23:00:00,4.74,25.1,44.9
Zone_1,2025-01-08 00:00:00,1.55,20.2,42.3
Zone_2,2025-01-08 00:00:00,2.62,24.5,77.6
Zone_3,2025-01-08 00:00:00,2.65,31.2,64.2
Zone_4,2025-01-08 00:00:00,2.83,13.7,50.0
Zone_5,2025-01-08 00:00:00,2.07,32.4,64.7
Zone_6,2025-01-08 00:00:00,2.35,28.8,58.0
Zone_7,2025-01-08 00:00:00,1.15,28.4,63.3
Zone_8,2025-01-08 00:00:00,2.41,12.8,54.4
Zone_9,2025-01-08 00:00:00,2.35,25.0,52.5
Zone_10,2025-01-08 00:00:00,2.22,28.9,42.3
Zone_1,2025-01-08 01:00:00,2.13,20.8,50.6
Zone_2,2025-01-08 01:00:00,2.43,28.2,53.8
Zone_3,2025-01-08 01:00:00,1.57,24.9,73.2
Zone_4,2025-01-08 01:00:00,1.95,29.2,74.5
Zone_5,2025-01-08 01:00:00,1.93,17.1,60.5
Zone_6,2025-01-08 01:00:00,1.94,21.7,49.7
Zone_7,2025-01-08 01:00:00,2.24,21.7,51.2
Zone_8,2025-01-08 01:00:00,0.71,22.4,53.3
Zone_9,2025-01-08 01:00:00,1.1,18.5,61.1
Zone_10,2025-01-08 01:00:00,2.13,17.6,50.5
Zone_1,2025-01-08 02:00:00,2.66,29.4,57.8
Zone_2,2025-01-08 02:00:00,1.95,22.8,41.1
Zone_3,2025-01-08 02:00:00,1.25,19.6,70.9
Zone_4,2025-01-08 02:00:00,2.63,35.8,66.9
Zone_5,2025-01-08 02:00:00,1.98,11.7,58.1
Zone_6,2025-01-08 02:00:00,2.35,28.1,78.5
Zone_7,2025-01-08 02:00:00,1.51,26.1,68.3
Zone_8,2025-01-08 02:00:00,1.53,26.5,71.9
Zone_9,2025-01-08 02:00:00,1.83,20.3,47.2
Zone_10,2025-01-08 02:00:00,1.66,25.3,53.2
Zone_1,2025-01-08 03:00:00,3.03,11.0,69.4
Zone_2,2025-01-08 03:00:00,2.29,17.0,51.5
Zone_3,2025-01-08 03:00:00,2.58,27.9,61.6
Zone_4,2025-01-08 03:00:00,1.88,24.5,64.7
Zone_5,2025-01-08 03:00:00,1.76,22.1,39.6
Zone_6,2025-01-08 03:00:00,2.21,31.6,33.7
Zone_7,2025-01-08 03:00:00,1.78,21.0,39.5
Zone_8,2025-01-08 03:00:00,2.25,20.1,58.0
Zone_9,2025-01-08 03:00:00,2.91,30.4,60.3
Zone_10,2025-01-08 03:00:00,3.18,30.6,59.2
Zone_1,2025-01-08 04:00:00,2.25,30.8,69.8
Zone_2,2025-01-08 04:00:00,0.79,30.2,60.2
Zone_3,2025-01-08 04:00:00,1.5,33.0,52.1
Zone_4,2025-01-08 04:00:00,1.06,10.1,52.3
Zone_5,2025-01-08 04:00:00,2.27,17.4,56.3
Zone_6,2025-01-08 04:00:00,1.89,24.2,52.5
Zone_7,2025-01-08 04:00:00,1.38,22.3,87.4
Zone_8,2025-01-08 04:00:00,2.17,32.1,62.5
Zone_9,2025-01-08 04:00:00,1.84,29.7,67.8
Zone_10,2025-01-08 04:00:00,1.94,20.2,72.6
Zone_1,2025-01-08 05:00:00,1.75,27.7,48.3
Zone_2,2025-01-08 05:00:00,1.96,25.0,59.5
Zone_3,2025-01-08 05:00:00,1.42,27.4,59.7
Zone_4,2025-01-08 05:00:00,0.9,30.4,67.4
Zone_5,2025-01-08 05:00:00,2.12,24.8,56.2
Zone_6,2025-01-08 05:00:00,1.52,16.0,68.1
Zone_7,2025-01-08 05:00:00,2.21,28.5,55.4
Zone_8,2025-01-08 05:00:00,1.62,23.4,65.5
Zone_9,2025-01-08 05:00:00,2.79,25.0,59.6
Zone_10,2025-01-08 05:00:00,2.15,27.0,77.6
Zone_1,2025-01-08 06:00:00,1.84,29.3,61.2
Zone_2,2025-01-08 06:00:00,2.14,22.2,54.7
Zone_3,2025-01-08 06:00:00,2.31,23.6,44.3
Zone_4,2025-01-08 06:00:00,1.93,21.3,77.3
Zone_5,2025-01-08 06:00:00,2.77,24.9,65.6
Zone_6,2025-01-08 06:00:00,1.72,23.3,46.9
Zone_7,2025-01-08 06:00:00,2.56,12.0,55.0
Zone_8,2025-01-08 06:00:00,1.21,17.9,57.2
Zone_9,2025-01-08 06:00:00,2.11,21.4,63.5
Zone_10,2025-01-08 06:00:00,3.0,29.4,64.5
Zone_1,2025-01-08 07:00:00,3.25,28.5,54.3
Zone_2,2025-01-08 07:00:00,2.29,29.4,53.8
Zone_3,2025-01-08 07:00:00,3.37,24.7,60.2
Zone_4,2025-01-08 07:00:00,3.38,24.1,83.1
Zone_5,2025-01-08 07:00:00,2.91,16.2,56.6
Zone_6,2025-01-08 07:00:00,4.49,23.9,48.7
Zone_7,2025-01-08 07:00:00,1.71,30.5,67.8
Zone_8,2025-01-08 07:00:00,2.83,19.0,50.7
Zone_9,2025-01-08 07:00:00,3.03,14.5,60.5
Zone_10,2025-01-08 07:00:00,2.46,17.7,63.8
Zone_1,2025-01-08 08:00:00,2.96,25.7,61.8
Zone_2,2025-01-08 08:00:00,2.66,22.7,56.5
Zone_3,2025-01-08 08:00:00,3.27,23.9,44.7
Zone_4,2025-01-08 08:00:00,3.25,26.2,74.2
Zone_5,2025-01-08 08:00:00,3.17,30.2,66.8
Zone_6,2025-01-08 08:00:00,2.08,35.0,63.3
Zone_7,2025-01-08 08:00:00,3.55,23.0,54.2
Zone_8,2025-01-08 08:00:00,2.56,22.5,63.5
Zone_9,2025-01-08 08:00:00,3.83,23.2,74.3
Zone_10,2025-01-08 08:00:00,2.64,20.3,65.2
Zone_1,2025-01-08 09:00:00,2.88,14.5,76.9
Zone_2,2025-01-08 09:00:00,2.59,24.3,47.9
Zone_3,2025-01-08 09:00:00,3.13,32.8,47.1
Zone_4,2025-01-08 09:00:00,2.57,26.0,57.8
Zone_5,2025-01-08 09:00:00,1.89,23.4,51.7
Zone_6,2025-01-08 09:00:00,2.67,12.1,57.9
Zone_7,2025-01-08 09:00:00,3.33,35.6,58.1
Zone_8,2025-01-08 09:00:00,2.87,29.7,71.3
Zone_9,2025-01-08 09:00:00,2.4,37.0,61.7
Zone_10,2025-01-08 09:00:00,2.66,25.3,66.6
Zone_1,2025-01-08 10:00:00,3.39,24.1,63.4
Zone_2,2025-01-08 10:00:00,3.79,23.1,45.6
Zone_3,2025-01-08 10:00:00,1.62,30.5,59.1
Zone_4,2025-01-08 10:00:00,3.81,35.7,77.4
Zone_5,2025-01-08 10:00:00,1.84,26.4,59.0
Zone_6,2025-01-08 10:00:00,3.5,20.2,68.0
Zone_7,2025-01-08 10:00:00,3.08,30.2,60.9
Zone_8,2025-01-08 10:00:00,3.55,27.4,68.6
Zone_9,2025-01-08 10:00:00,2.51,28.5,65.3
Zone_10,2025-01-08 10:00:00,2.92,21.9,61.4
Zone_1,2025-01-08 11:00:00,3.38,30.3,52.8
Zone_2,2025-01-08 11:00:00,2.86,15.7,42.8
Zone_3,2025-01-08 11:00:00,3.77,28.5,57.7
Zone_4,2025-01-08 11:00:00,2.67,27.7,55.2
Zone_5,2025-01-08 11:00:00,2.7,19.0,45.0
Zone_6,2025-01-08 11:00:00,3.48,24.2,37.2
Zone_7,2025-01-08 11:00:00,3.38,15.9,43.4
Zone_8,2025-01-08 11:00:00,3.37,18.8,61.2
Zone_9,2025-01-08 11:00:00,2.5,13.2,64.6
Zone_10,2025-01-08 11:00:00,2.33,31.5,68.7
Zone_1,2025-01-08 12:00:00,1.95,26.4,71.5
Zone_2,2025-01-08 12:00:00,3.2,27.8,63.0
Zone_3,2025-01-08 12:00:00,3.58,25.0,56.7
Zone_4,2025-01-08 12:00:00,3.62,30.9,57.7
Zone_5,2025-01-08 12:00:00,2.54,33.9,65.1
Zone_6,2025-01-08 12:00:00,3.4,24.7,47.8
Zone_7,2025-01-08 12:00:00,2.31,18.3,54.3
Zone_8,2025-01-08 12:00:00,3.15,24.2,60.9
Zone_9,2025-01-08 12:00:00,4.17,18.5,60.5
Zone_10,2025-01-08 12:00:00,3.55,29.1,35.8
Zone_1,2025-01-08 13:00:00,2.81,32.8,73.1
Zone_2,2025-01-08 13:00:00,2.45,25.7,71.4
Zone_3,2025-01-08 13:00:00,2.76,31.4,73.8
Zone_4,2025-01-08 13:00:00,2.38,24.3,55.9
Zone_5,2025-01-08 13:00:00,3.38,24.0,69.3
Zone_6,2025-01-08 13:00:00,2.19,29.7,58.7
Zone_7,2025-01-08 13:00:00,2.97,18.7,55.6
Zone_8,2025-01-08 13:00:00,2.45,20.4,47.2
Zone_9,2025-01-08 13:00:00,3.02,27.1,52.1
Zone_10,2025-01-08 13:00:00,2.1,28.6,61.7
Zone_1,2025-01-08 14:00:00,3.51,27.0,30.6
Zone_2,2025-01-08 14:00:00,3.98,25.7,76.1
Zone_3,2025-01-08 14:00:00,4.48,16.2,64.3
Zone_4,2025-01-08 14:00:00,3.2,23.2,69.9
Zone_5,2025-01-08 14:00:00,1.7,14.4,83.6
Zone_6,2025-01-08 14:00:00,2.63,24.5,53.5
Zone_7,2025-01-08 14:00:00,1.89,26.6,79.2
Zone_8,2025-01-08 14:00:00,2.43,21.3,53.9
Zone_9,2025-01-08 14:00:00,2.62,24.9,63.8
Zone_10,2025-01-08 14:00:00,3.42,23.2,66.3
Zone_1,2025-01-08 15:00:00,3.04,22.8,53.8
Zone_2,2025-01-08 15:00:00,4.35,17.4,51.9
Zone_3,2025-01-08 15:00:00,3.0,11.4,47.7
Zone_4,2025-01-08 15:00:00,2.35,22.7,63.7
Zone_5,2025-01-08 15:00:00,3.69,28.7,63.5
Zone_6,2025-01-08 15:00:00,3.24,27.7,66.9
Zone_7,2025-01-08 15:00:00,3.04,22.4,65.6
Zone_8,2025-01-08 15:00:00,3.59,29.2,64.6
Zone_9,2025-01-08 15:00:00,3.27,16.4,63.0
Zone_10,2025-01-08 15:00:00,3.56,27.9,66.5
Zone_1,2025-01-08 16:00:00,3.41,25.3,62.7
Zone_2,2025-01-08 16:00:00,2.99,24.6,67.5
Zone_3,2025-01-08 16:00:00,3.59,25.0,55.0
Zone_4,2025-01-08 16:00:00,3.07,17.7,80.1
Zone_5,2025-01-08 16:00:00,2.72,30.8,69.3
Zone_6,2025-01-08 16:00:00,3.65,19.5,57.2
Zone_7,2025-01-08 16:00:00,2.33,29.4,64.7
Zone_8,2025-01-08 16:00:00,3.16,23.2,62.4
Zone_9,2025-01-08 16:00:00,3.62,24.0,61.2
Zone_10,2025-01-08 16:00:00,2.95,25.1,55.6
Zone_1,2025-01-08 17:00:00,3.4,31.9,58.0
Zone_2,2025-01-08 17:00:00,2.23,16.4,64.3
Zone_3,2025-01-08 17:00:00,2.97,22.3,57.8
Zone_4,2025-01-08 17:00:00,2.93,21.7,58.9
Zone_5,2025-01-08 17:00:00,3.09,22.8,58.4
Zone_6,2025-01-08 17:00:00,3.38,21.5,71.7
Zone_7,2025-01-08 17:00:00,2.84,18.0,54.5
Zone_8,2025-01-08 17:00:00,2.94,14.5,63.4
Zone_9,2025-01-08 17:00:00,2.65,20.6,64.2
Zone_10,2025-01-08 17:00:00,3.66,30.4,54.3
Zone_1,2025-01-08 18:00:00,4.15,26.4,79.8
Zone_2,2025-01-08 18:00:00,4.4,19.4,59.5
